level,id,name,campaign_id,status,effective_status,targeting,optimization_goal,promoted_object,learning_stage_info,created_time,start_time,attribution_spec,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed_saved,new_acquisitions,observed_starts,observed_sessions,CPL_saved,CPL_new,cost_per_observed_start,measurement_flags,daily_min_spend_target
AD SET,120251082243910660,CT People r2 | pool__gunite,120251080549940660,ACTIVE,ACTIVE,"{""age_max"": 65, ""age_min"": 18, ""geo_locations"": {""regions"": [{""key"": ""3843"", ""name"": ""Alabama"", ""country"": ""US""}, {""key"": ""3844"", ""name"": ""Alaska"", ""country"": ""US""}, {""key"": ""3845"", ""name"": ""Arizona"", ""country"": ""US""}, {""key"": ""3846"", ""name"": ""Arkansas"", ""country"": ""US""}, {""key"": ""3848"", ""name"": ""Colorado"", ""country"": ""US""}, {""key"": ""3849"", ""name"": ""Connecticut"", ""country"": ""US""}, {""key"": ""3850"", ""name"": ""Delaware"", ""country"": ""US""}, {""key"": ""3853"", ""name"": ""Georgia"", ""country"": ""US""}, {""key"": ""3854"", ""name"": ""Hawaii"", ""country"": ""US""}, {""key"": ""3855"", ""name"": ""Idaho"", ""country"": ""US""}, {""key"": ""3856"", ""name"": ""Illinois"", ""country"": ""US""}, {""key"": ""3857"", ""name"": ""Indiana"", ""country"": ""US""}, {""key"": ""3858"", ""name"": ""Iowa"", ""country"": ""US""}, {""key"": ""3859"", ""name"": ""Kansas"", ""country"": ""US""}, {""key"": ""3860"", ""name"": ""Kentucky"", ""country"": ""US""}, {""key"": ""3861"", ""name"": ""Louisiana"", ""country"": ""US""}, {""key"": ""3862"", ""name"": ""Maine"", ""country"": ""US""}, {""key"": ""3863"", ""name"": ""Maryland"", ""country"": ""US""}, {""key"": ""3864"", ""name"": ""Massachusetts"", ""country"": ""US""}, {""key"": ""3866"", ""name"": ""Minnesota"", ""country"": ""US""}, {""key"": ""3867"", ""name"": ""Mississippi"", ""country"": ""US""}, {""key"": ""3868"", ""name"": ""Missouri"", ""country"": ""US""}, {""key"": ""3869"", ""name"": ""Montana"", ""country"": ""US""}, {""key"": ""3870"", ""name"": ""Nebraska"", ""country"": ""US""}, {""key"": ""3871"", ""name"": ""Nevada"", ""country"": ""US""}, {""key"": ""3872"", ""name"": ""New Hampshire"", ""country"": ""US""}, {""key"": ""3873"", ""name"": ""New Jersey"", ""country"": ""US""}, {""key"": ""3874"", ""name"": ""New Mexico"", ""country"": ""US""}, {""key"": ""3876"", ""name"": ""North Carolina"", ""country"": ""US""}, {""key"": ""3877"", ""name"": ""North Dakota"", ""country"": ""US""}, {""key"": ""3878"", ""name"": ""Ohio"", ""country"": ""US""}, {""key"": ""3879"", ""name"": ""Oklahoma"", ""country"": ""US""}, {""key"": ""3880"", ""name"": ""Oregon"", ""country"": ""US""}, {""key"": ""3881"", ""name"": ""Pennsylvania"", ""country"": ""US""}, {""key"": ""3882"", ""name"": ""Rhode Island"", ""country"": ""US""}, {""key"": ""3883"", ""name"": ""South Carolina"", ""country"": ""US""}, {""key"": ""3884"", ""name"": ""South Dakota"", ""country"": ""US""}, {""key"": ""3885"", ""name"": ""Tennessee"", ""country"": ""US""}, {""key"": ""3886"", ""name"": ""Texas"", ""country"": ""US""}, {""key"": ""3887"", ""name"": ""Utah"", ""country"": ""US""}, {""key"": ""3888"", ""name"": ""Vermont"", ""country"": ""US""}, {""key"": ""3889"", ""name"": ""Virginia"", ""country"": ""US""}, {""key"": ""3891"", ""name"": ""West Virginia"", ""country"": ""US""}, {""key"": ""3892"", ""name"": ""Wisconsin"", ""country"": ""US""}, {""key"": ""3893"", ""name"": ""Wyoming"", ""country"": ""US""}], ""location_types"": [""frequently_in"", ""home""]}, ""targeting_automation"": {""advantage_audience"": 1}, ""publisher_platforms"": [""facebook"", ""instagram""], ""facebook_positions"": [""feed""], ""instagram_positions"": [""stream""]}",OFFSITE_CONVERSIONS,"{""pixel_id"": ""831179966599677"", ""custom_event_type"": ""LEAD"", ""smart_pse_enabled"": false}","{""attribution_windows"": [""1d_click""], ""conversions"": 9, ""last_sig_edit_ts"": 1789319238, ""status"": ""LEARNING""}",2026-09-13T01:25:14-0400,2026-09-13T01:25:14-0400,"[{""event_type"": ""CLICK_THROUGH"", ""window_days"": 1}]",1178.52,23938,133,49.23,0.556,8.86,8,8,13,131,147.31,147.31,90.66,"O: observed session IDs, not verified people; C: reconciled completed intakes, including returns; V: form versions changed Sep18",
AD SET,120251082240280660,CT People r2 | pool__savings,120251080549940660,ACTIVE,ACTIVE,"{""age_max"": 65, ""age_min"": 18, ""geo_locations"": {""regions"": [{""key"": ""3843"", ""name"": ""Alabama"", ""country"": ""US""}, {""key"": ""3844"", ""name"": ""Alaska"", ""country"": ""US""}, {""key"": ""3845"", ""name"": ""Arizona"", ""country"": ""US""}, {""key"": ""3846"", ""name"": ""Arkansas"", ""country"": ""US""}, {""key"": ""3848"", ""name"": ""Colorado"", ""country"": ""US""}, {""key"": ""3849"", ""name"": ""Connecticut"", ""country"": ""US""}, {""key"": ""3850"", ""name"": ""Delaware"", ""country"": ""US""}, {""key"": ""3853"", ""name"": ""Georgia"", ""country"": ""US""}, {""key"": ""3854"", ""name"": ""Hawaii"", ""country"": ""US""}, {""key"": ""3855"", ""name"": ""Idaho"", ""country"": ""US""}, {""key"": ""3856"", ""name"": ""Illinois"", ""country"": ""US""}, {""key"": ""3857"", ""name"": ""Indiana"", ""country"": ""US""}, {""key"": ""3858"", ""name"": ""Iowa"", ""country"": ""US""}, {""key"": ""3859"", ""name"": ""Kansas"", ""country"": ""US""}, {""key"": ""3860"", ""name"": ""Kentucky"", ""country"": ""US""}, {""key"": ""3861"", ""name"": ""Louisiana"", ""country"": ""US""}, {""key"": ""3862"", ""name"": ""Maine"", ""country"": ""US""}, {""key"": ""3863"", ""name"": ""Maryland"", ""country"": ""US""}, {""key"": ""3864"", ""name"": ""Massachusetts"", ""country"": ""US""}, {""key"": ""3866"", ""name"": ""Minnesota"", ""country"": ""US""}, {""key"": ""3867"", ""name"": ""Mississippi"", ""country"": ""US""}, {""key"": ""3868"", ""name"": ""Missouri"", ""country"": ""US""}, {""key"": ""3869"", ""name"": ""Montana"", ""country"": ""US""}, {""key"": ""3870"", ""name"": ""Nebraska"", ""country"": ""US""}, {""key"": ""3871"", ""name"": ""Nevada"", ""country"": ""US""}, {""key"": ""3872"", ""name"": ""New Hampshire"", ""country"": ""US""}, {""key"": ""3873"", ""name"": ""New Jersey"", ""country"": ""US""}, {""key"": ""3874"", ""name"": ""New Mexico"", ""country"": ""US""}, {""key"": ""3876"", ""name"": ""North Carolina"", ""country"": ""US""}, {""key"": ""3877"", ""name"": ""North Dakota"", ""country"": ""US""}, {""key"": ""3878"", ""name"": ""Ohio"", ""country"": ""US""}, {""key"": ""3879"", ""name"": ""Oklahoma"", ""country"": ""US""}, {""key"": ""3880"", ""name"": ""Oregon"", ""country"": ""US""}, {""key"": ""3881"", ""name"": ""Pennsylvania"", ""country"": ""US""}, {""key"": ""3882"", ""name"": ""Rhode Island"", ""country"": ""US""}, {""key"": ""3883"", ""name"": ""South Carolina"", ""country"": ""US""}, {""key"": ""3884"", ""name"": ""South Dakota"", ""country"": ""US""}, {""key"": ""3885"", ""name"": ""Tennessee"", ""country"": ""US""}, {""key"": ""3886"", ""name"": ""Texas"", ""country"": ""US""}, {""key"": ""3887"", ""name"": ""Utah"", ""country"": ""US""}, {""key"": ""3888"", ""name"": ""Vermont"", ""country"": ""US""}, {""key"": ""3889"", ""name"": ""Virginia"", ""country"": ""US""}, {""key"": ""3891"", ""name"": ""West Virginia"", ""country"": ""US""}, {""key"": ""3892"", ""name"": ""Wisconsin"", ""country"": ""US""}, {""key"": ""3893"", ""name"": ""Wyoming"", ""country"": ""US""}], ""location_types"": [""frequently_in"", ""home""]}, ""targeting_automation"": {""advantage_audience"": 1}, ""publisher_platforms"": [""facebook"", ""instagram""], ""facebook_positions"": [""feed""], ""instagram_positions"": [""stream""]}",OFFSITE_CONVERSIONS,"{""pixel_id"": ""831179966599677"", ""custom_event_type"": ""LEAD"", ""smart_pse_enabled"": false}","{""attribution_windows"": [""1d_click""], ""conversions"": 0, ""last_sig_edit_ts"": 1789314100, ""status"": ""LEARNING""}",2026-09-13T01:24:36-0400,2026-09-13T01:24:36-0400,"[{""event_type"": ""CLICK_THROUGH"", ""window_days"": 1}]",12.19,321,1,37.98,0.312,12.19,0,0,0,1,,,,"O: observed session IDs, not verified people; C: reconciled completed intakes, including returns; V: form versions changed Sep18",
AD SET,120251082235550660,CT People r2 | pool__coi,120251080549940660,ACTIVE,ACTIVE,"{""age_max"": 65, ""age_min"": 18, ""geo_locations"": {""regions"": [{""key"": ""3843"", ""name"": ""Alabama"", ""country"": ""US""}, {""key"": ""3844"", ""name"": ""Alaska"", ""country"": ""US""}, {""key"": ""3845"", ""name"": ""Arizona"", ""country"": ""US""}, {""key"": ""3846"", ""name"": ""Arkansas"", ""country"": ""US""}, {""key"": ""3848"", ""name"": ""Colorado"", ""country"": ""US""}, {""key"": ""3849"", ""name"": ""Connecticut"", ""country"": ""US""}, {""key"": ""3850"", ""name"": ""Delaware"", ""country"": ""US""}, {""key"": ""3853"", ""name"": ""Georgia"", ""country"": ""US""}, {""key"": ""3854"", ""name"": ""Hawaii"", ""country"": ""US""}, {""key"": ""3855"", ""name"": ""Idaho"", ""country"": ""US""}, {""key"": ""3856"", ""name"": ""Illinois"", ""country"": ""US""}, {""key"": ""3857"", ""name"": ""Indiana"", ""country"": ""US""}, {""key"": ""3858"", ""name"": ""Iowa"", ""country"": ""US""}, {""key"": ""3859"", ""name"": ""Kansas"", ""country"": ""US""}, {""key"": ""3860"", ""name"": ""Kentucky"", ""country"": ""US""}, {""key"": ""3861"", ""name"": ""Louisiana"", ""country"": ""US""}, {""key"": ""3862"", ""name"": ""Maine"", ""country"": ""US""}, {""key"": ""3863"", ""name"": ""Maryland"", ""country"": ""US""}, {""key"": ""3864"", ""name"": ""Massachusetts"", ""country"": ""US""}, {""key"": ""3866"", ""name"": ""Minnesota"", ""country"": ""US""}, {""key"": ""3867"", ""name"": ""Mississippi"", ""country"": ""US""}, {""key"": ""3868"", ""name"": ""Missouri"", ""country"": ""US""}, {""key"": ""3869"", ""name"": ""Montana"", ""country"": ""US""}, {""key"": ""3870"", ""name"": ""Nebraska"", ""country"": ""US""}, {""key"": ""3871"", ""name"": ""Nevada"", ""country"": ""US""}, {""key"": ""3872"", ""name"": ""New Hampshire"", ""country"": ""US""}, {""key"": ""3873"", ""name"": ""New Jersey"", ""country"": ""US""}, {""key"": ""3874"", ""name"": ""New Mexico"", ""country"": ""US""}, {""key"": ""3876"", ""name"": ""North Carolina"", ""country"": ""US""}, {""key"": ""3877"", ""name"": ""North Dakota"", ""country"": ""US""}, {""key"": ""3878"", ""name"": ""Ohio"", ""country"": ""US""}, {""key"": ""3879"", ""name"": ""Oklahoma"", ""country"": ""US""}, {""key"": ""3880"", ""name"": ""Oregon"", ""country"": ""US""}, {""key"": ""3881"", ""name"": ""Pennsylvania"", ""country"": ""US""}, {""key"": ""3882"", ""name"": ""Rhode Island"", ""country"": ""US""}, {""key"": ""3883"", ""name"": ""South Carolina"", ""country"": ""US""}, {""key"": ""3884"", ""name"": ""South Dakota"", ""country"": ""US""}, {""key"": ""3885"", ""name"": ""Tennessee"", ""country"": ""US""}, {""key"": ""3886"", ""name"": ""Texas"", ""country"": ""US""}, {""key"": ""3887"", ""name"": ""Utah"", ""country"": ""US""}, {""key"": ""3888"", ""name"": ""Vermont"", ""country"": ""US""}, {""key"": ""3889"", ""name"": ""Virginia"", ""country"": ""US""}, {""key"": ""3891"", ""name"": ""West Virginia"", ""country"": ""US""}, {""key"": ""3892"", ""name"": ""Wisconsin"", ""country"": ""US""}, {""key"": ""3893"", ""name"": ""Wyoming"", ""country"": ""US""}], ""location_types"": [""frequently_in"", ""home""]}, ""targeting_automation"": {""advantage_audience"": 1}, ""publisher_platforms"": [""facebook"", ""instagram""], ""facebook_positions"": [""feed""], ""instagram_positions"": [""stream""]}",OFFSITE_CONVERSIONS,"{""pixel_id"": ""831179966599677"", ""custom_event_type"": ""LEAD"", ""smart_pse_enabled"": false}","{""attribution_windows"": [""1d_click""], ""conversions"": 7, ""last_sig_edit_ts"": 1789313157, ""status"": ""LEARNING""}",2026-09-13T01:23:55-0400,2026-09-13T01:23:55-0400,"[{""event_type"": ""CLICK_THROUGH"", ""window_days"": 1}]",324.89,7914,56,41.05,0.708,5.8,2,2,4,51,162.44,162.44,81.22,"O: observed session IDs, not verified people; C: reconciled completed intakes, including returns; V: form versions changed Sep18",19200
AD SET,120251082232080660,CT People r2 | pool__work,120251080549940660,ACTIVE,ACTIVE,"{""age_max"": 65, ""age_min"": 18, ""geo_locations"": {""regions"": [{""key"": ""3843"", ""name"": ""Alabama"", ""country"": ""US""}, {""key"": ""3844"", ""name"": ""Alaska"", ""country"": ""US""}, {""key"": ""3845"", ""name"": ""Arizona"", ""country"": ""US""}, {""key"": ""3846"", ""name"": ""Arkansas"", ""country"": ""US""}, {""key"": ""3848"", ""name"": ""Colorado"", ""country"": ""US""}, {""key"": ""3849"", ""name"": ""Connecticut"", ""country"": ""US""}, {""key"": ""3850"", ""name"": ""Delaware"", ""country"": ""US""}, {""key"": ""3853"", ""name"": ""Georgia"", ""country"": ""US""}, {""key"": ""3854"", ""name"": ""Hawaii"", ""country"": ""US""}, {""key"": ""3855"", ""name"": ""Idaho"", ""country"": ""US""}, {""key"": ""3856"", ""name"": ""Illinois"", ""country"": ""US""}, {""key"": ""3857"", ""name"": ""Indiana"", ""country"": ""US""}, {""key"": ""3858"", ""name"": ""Iowa"", ""country"": ""US""}, {""key"": ""3859"", ""name"": ""Kansas"", ""country"": ""US""}, {""key"": ""3860"", ""name"": ""Kentucky"", ""country"": ""US""}, {""key"": ""3861"", ""name"": ""Louisiana"", ""country"": ""US""}, {""key"": ""3862"", ""name"": ""Maine"", ""country"": ""US""}, {""key"": ""3863"", ""name"": ""Maryland"", ""country"": ""US""}, {""key"": ""3864"", ""name"": ""Massachusetts"", ""country"": ""US""}, {""key"": ""3866"", ""name"": ""Minnesota"", ""country"": ""US""}, {""key"": ""3867"", ""name"": ""Mississippi"", ""country"": ""US""}, {""key"": ""3868"", ""name"": ""Missouri"", ""country"": ""US""}, {""key"": ""3869"", ""name"": ""Montana"", ""country"": ""US""}, {""key"": ""3870"", ""name"": ""Nebraska"", ""country"": ""US""}, {""key"": ""3871"", ""name"": ""Nevada"", ""country"": ""US""}, {""key"": ""3872"", ""name"": ""New Hampshire"", ""country"": ""US""}, {""key"": ""3873"", ""name"": ""New Jersey"", ""country"": ""US""}, {""key"": ""3874"", ""name"": ""New Mexico"", ""country"": ""US""}, {""key"": ""3876"", ""name"": ""North Carolina"", ""country"": ""US""}, {""key"": ""3877"", ""name"": ""North Dakota"", ""country"": ""US""}, {""key"": ""3878"", ""name"": ""Ohio"", ""country"": ""US""}, {""key"": ""3879"", ""name"": ""Oklahoma"", ""country"": ""US""}, {""key"": ""3880"", ""name"": ""Oregon"", ""country"": ""US""}, {""key"": ""3881"", ""name"": ""Pennsylvania"", ""country"": ""US""}, {""key"": ""3882"", ""name"": ""Rhode Island"", ""country"": ""US""}, {""key"": ""3883"", ""name"": ""South Carolina"", ""country"": ""US""}, {""key"": ""3884"", ""name"": ""South Dakota"", ""country"": ""US""}, {""key"": ""3885"", ""name"": ""Tennessee"", ""country"": ""US""}, {""key"": ""3886"", ""name"": ""Texas"", ""country"": ""US""}, {""key"": ""3887"", ""name"": ""Utah"", ""country"": ""US""}, {""key"": ""3888"", ""name"": ""Vermont"", ""country"": ""US""}, {""key"": ""3889"", ""name"": ""Virginia"", ""country"": ""US""}, {""key"": ""3891"", ""name"": ""West Virginia"", ""country"": ""US""}, {""key"": ""3892"", ""name"": ""Wisconsin"", ""country"": ""US""}, {""key"": ""3893"", ""name"": ""Wyoming"", ""country"": ""US""}], ""location_types"": [""frequently_in"", ""home""]}, ""targeting_automation"": {""advantage_audience"": 1}, ""publisher_platforms"": [""facebook"", ""instagram""], ""facebook_positions"": [""feed""], ""instagram_positions"": [""stream""]}",OFFSITE_CONVERSIONS,"{""pixel_id"": ""831179966599677"", ""custom_event_type"": ""LEAD"", ""smart_pse_enabled"": false}","{""attribution_windows"": [""1d_click""], ""conversions"": 0, ""last_sig_edit_ts"": 1789313146, ""status"": ""LEARNING""}",2026-09-13T01:23:15-0400,2026-09-13T01:23:15-0400,"[{""event_type"": ""CLICK_THROUGH"", ""window_days"": 1}]",0.58,15,0,38.67,0.0,,0,0,0,0,,,,"O: observed session IDs, not verified people; C: reconciled completed intakes, including returns; V: form versions changed Sep18",
AD SET,120251082229630660,CT People r2 | pool__monthly,120251080549940660,ACTIVE,ACTIVE,"{""age_max"": 65, ""age_min"": 18, ""geo_locations"": {""regions"": [{""key"": ""3843"", ""name"": ""Alabama"", ""country"": ""US""}, {""key"": ""3844"", ""name"": ""Alaska"", ""country"": ""US""}, {""key"": ""3845"", ""name"": ""Arizona"", ""country"": ""US""}, {""key"": ""3846"", ""name"": ""Arkansas"", ""country"": ""US""}, {""key"": ""3848"", ""name"": ""Colorado"", ""country"": ""US""}, {""key"": ""3849"", ""name"": ""Connecticut"", ""country"": ""US""}, {""key"": ""3850"", ""name"": ""Delaware"", ""country"": ""US""}, {""key"": ""3853"", ""name"": ""Georgia"", ""country"": ""US""}, {""key"": ""3854"", ""name"": ""Hawaii"", ""country"": ""US""}, {""key"": ""3855"", ""name"": ""Idaho"", ""country"": ""US""}, {""key"": ""3856"", ""name"": ""Illinois"", ""country"": ""US""}, {""key"": ""3857"", ""name"": ""Indiana"", ""country"": ""US""}, {""key"": ""3858"", ""name"": ""Iowa"", ""country"": ""US""}, {""key"": ""3859"", ""name"": ""Kansas"", ""country"": ""US""}, {""key"": ""3860"", ""name"": ""Kentucky"", ""country"": ""US""}, {""key"": ""3861"", ""name"": ""Louisiana"", ""country"": ""US""}, {""key"": ""3862"", ""name"": ""Maine"", ""country"": ""US""}, {""key"": ""3863"", ""name"": ""Maryland"", ""country"": ""US""}, {""key"": ""3864"", ""name"": ""Massachusetts"", ""country"": ""US""}, {""key"": ""3866"", ""name"": ""Minnesota"", ""country"": ""US""}, {""key"": ""3867"", ""name"": ""Mississippi"", ""country"": ""US""}, {""key"": ""3868"", ""name"": ""Missouri"", ""country"": ""US""}, {""key"": ""3869"", ""name"": ""Montana"", ""country"": ""US""}, {""key"": ""3870"", ""name"": ""Nebraska"", ""country"": ""US""}, {""key"": ""3871"", ""name"": ""Nevada"", ""country"": ""US""}, {""key"": ""3872"", ""name"": ""New Hampshire"", ""country"": ""US""}, {""key"": ""3873"", ""name"": ""New Jersey"", ""country"": ""US""}, {""key"": ""3874"", ""name"": ""New Mexico"", ""country"": ""US""}, {""key"": ""3876"", ""name"": ""North Carolina"", ""country"": ""US""}, {""key"": ""3877"", ""name"": ""North Dakota"", ""country"": ""US""}, {""key"": ""3878"", ""name"": ""Ohio"", ""country"": ""US""}, {""key"": ""3879"", ""name"": ""Oklahoma"", ""country"": ""US""}, {""key"": ""3880"", ""name"": ""Oregon"", ""country"": ""US""}, {""key"": ""3881"", ""name"": ""Pennsylvania"", ""country"": ""US""}, {""key"": ""3882"", ""name"": ""Rhode Island"", ""country"": ""US""}, {""key"": ""3883"", ""name"": ""South Carolina"", ""country"": ""US""}, {""key"": ""3884"", ""name"": ""South Dakota"", ""country"": ""US""}, {""key"": ""3885"", ""name"": ""Tennessee"", ""country"": ""US""}, {""key"": ""3886"", ""name"": ""Texas"", ""country"": ""US""}, {""key"": ""3887"", ""name"": ""Utah"", ""country"": ""US""}, {""key"": ""3888"", ""name"": ""Vermont"", ""country"": ""US""}, {""key"": ""3889"", ""name"": ""Virginia"", ""country"": ""US""}, {""key"": ""3891"", ""name"": ""West Virginia"", ""country"": ""US""}, {""key"": ""3892"", ""name"": ""Wisconsin"", ""country"": ""US""}, {""key"": ""3893"", ""name"": ""Wyoming"", ""country"": ""US""}], ""location_types"": [""frequently_in"", ""home""]}, ""targeting_automation"": {""advantage_audience"": 1}, ""publisher_platforms"": [""facebook"", ""instagram""], ""facebook_positions"": [""feed""], ""instagram_positions"": [""stream""]}",OFFSITE_CONVERSIONS,"{""pixel_id"": ""831179966599677"", ""custom_event_type"": ""LEAD"", ""smart_pse_enabled"": false}","{""attribution_windows"": [""1d_click""], ""conversions"": 0, ""last_sig_edit_ts"": 1789313136, ""status"": ""LEARNING""}",2026-09-13T01:22:36-0400,2026-09-13T01:22:36-0400,"[{""event_type"": ""CLICK_THROUGH"", ""window_days"": 1}]",42.54,1010,4,42.12,0.396,10.63,0,0,0,4,,,,"O: observed session IDs, not verified people; C: reconciled completed intakes, including returns; V: form versions changed Sep18",
AD SET,120251081772950660,CT Themes 20260913 | pool__user_video,120251080549940660,ACTIVE,ACTIVE,"{""age_max"": 65, ""age_min"": 18, ""geo_locations"": {""regions"": [{""key"": ""3843"", ""name"": ""Alabama"", ""country"": ""US""}, {""key"": ""3844"", ""name"": ""Alaska"", ""country"": ""US""}, {""key"": ""3845"", ""name"": ""Arizona"", ""country"": ""US""}, {""key"": ""3846"", ""name"": ""Arkansas"", ""country"": ""US""}, {""key"": ""3848"", ""name"": ""Colorado"", ""country"": ""US""}, {""key"": ""3849"", ""name"": ""Connecticut"", ""country"": ""US""}, {""key"": ""3850"", ""name"": ""Delaware"", ""country"": ""US""}, {""key"": ""3853"", ""name"": ""Georgia"", ""country"": ""US""}, {""key"": ""3854"", ""name"": ""Hawaii"", ""country"": ""US""}, {""key"": ""3855"", ""name"": ""Idaho"", ""country"": ""US""}, {""key"": ""3856"", ""name"": ""Illinois"", ""country"": ""US""}, {""key"": ""3857"", ""name"": ""Indiana"", ""country"": ""US""}, {""key"": ""3858"", ""name"": ""Iowa"", ""country"": ""US""}, {""key"": ""3859"", ""name"": ""Kansas"", ""country"": ""US""}, {""key"": ""3860"", ""name"": ""Kentucky"", ""country"": ""US""}, {""key"": ""3861"", ""name"": ""Louisiana"", ""country"": ""US""}, {""key"": ""3862"", ""name"": ""Maine"", ""country"": ""US""}, {""key"": ""3863"", ""name"": ""Maryland"", ""country"": ""US""}, {""key"": ""3864"", ""name"": ""Massachusetts"", ""country"": ""US""}, {""key"": ""3866"", ""name"": ""Minnesota"", ""country"": ""US""}, {""key"": ""3867"", ""name"": ""Mississippi"", ""country"": ""US""}, {""key"": ""3868"", ""name"": ""Missouri"", ""country"": ""US""}, {""key"": ""3869"", ""name"": ""Montana"", ""country"": ""US""}, {""key"": ""3870"", ""name"": ""Nebraska"", ""country"": ""US""}, {""key"": ""3871"", ""name"": ""Nevada"", ""country"": ""US""}, {""key"": ""3872"", ""name"": ""New Hampshire"", ""country"": ""US""}, {""key"": ""3873"", ""name"": ""New Jersey"", ""country"": ""US""}, {""key"": ""3874"", ""name"": ""New Mexico"", ""country"": ""US""}, {""key"": ""3876"", ""name"": ""North Carolina"", ""country"": ""US""}, {""key"": ""3877"", ""name"": ""North Dakota"", ""country"": ""US""}, {""key"": ""3878"", ""name"": ""Ohio"", ""country"": ""US""}, {""key"": ""3879"", ""name"": ""Oklahoma"", ""country"": ""US""}, {""key"": ""3880"", ""name"": ""Oregon"", ""country"": ""US""}, {""key"": ""3881"", ""name"": ""Pennsylvania"", ""country"": ""US""}, {""key"": ""3882"", ""name"": ""Rhode Island"", ""country"": ""US""}, {""key"": ""3883"", ""name"": ""South Carolina"", ""country"": ""US""}, {""key"": ""3884"", ""name"": ""South Dakota"", ""country"": ""US""}, {""key"": ""3885"", ""name"": ""Tennessee"", ""country"": ""US""}, {""key"": ""3886"", ""name"": ""Texas"", ""country"": ""US""}, {""key"": ""3887"", ""name"": ""Utah"", ""country"": ""US""}, {""key"": ""3888"", ""name"": ""Vermont"", ""country"": ""US""}, {""key"": ""3889"", ""name"": ""Virginia"", ""country"": ""US""}, {""key"": ""3891"", ""name"": ""West Virginia"", ""country"": ""US""}, {""key"": ""3892"", ""name"": ""Wisconsin"", ""country"": ""US""}, {""key"": ""3893"", ""name"": ""Wyoming"", ""country"": ""US""}], ""location_types"": [""frequently_in"", ""home""]}, ""targeting_automation"": {""advantage_audience"": 1}, ""publisher_platforms"": [""facebook"", ""instagram""], ""facebook_positions"": [""feed""], ""instagram_positions"": [""stream""]}",OFFSITE_CONVERSIONS,"{""pixel_id"": ""831179966599677"", ""custom_event_type"": ""LEAD"", ""smart_pse_enabled"": false}","{""attribution_windows"": [""1d_click""], ""conversions"": 0, ""last_sig_edit_ts"": 1789618488, ""status"": ""LEARNING""}",2026-09-12T23:40:21-0400,2026-09-12T23:40:21-0400,"[{""event_type"": ""CLICK_THROUGH"", ""window_days"": 1}]",76.21,1179,43,64.64,3.647,1.77,0,0,0,43,,,,"O: observed session IDs, not verified people; C: reconciled completed intakes, including returns; V: form versions changed Sep18",
